ilkid,firstname,lastname,leag,gp,minutes,pts,dreb,oreb,reb,asts,stl,blk,turnover,pf,fga,fgm,fta,ftm,tpa,tpm
WALKEFO01 ,Foots,Walker,N,22,330,109,0,0,35,64,3,2,2,37,97,41,33,27,0,0
WALKEJI01 ,Jimmy,Walker,N,12,346,168,0,0,19,26,0,0,0,29,151,70,35,28,0,0
WALKEKE01 ,Kenny,Walker,N,26,355,89,40,17,57,15,4,11,9,63,74,31,37,27,1,0
WALKEPH01 ,Phil,Walker,N,4,17,6,0,0,2,2,0,0,0,5,8,1,5,4,0,0
WALKESA01 ,Samaki,Walker,N,48,497,116,97,54,151,11,5,21,24,80,105,45,37,25,1,1
WALKEWA01 ,Wally,Walker,N,64,743,243,34,27,123,44,13,11,12,136,217,99,65,45,0,0
WALKNE01  ,Neal,Walk,N,8,102,50,0,0,40,4,0,0,0,17,53,22,8,6,0,0
WALLABE01 ,Ben,Wallace,N,130,4524,937,991,462,1453,173,199,250,136,296,754,363,505,211,10,0
WALLAGE01 ,Gerald,Wallace,N,15,52,17,7,1,8,2,1,3,7,11,12,5,8,7,0,0
WALLAJO01 ,John,Wallace,N,5,44,10,6,2,8,5,2,2,3,7,17,4,2,2,1,0
WALLARA01 ,Rasheed,Wallace,N,153,5429,2239,797,232,1029,255,135,211,219,563,1941,866,473,336,485,171
WALTERE01 ,Rex,Walters,N,4,14,3,0,0,0,4,0,0,0,0,4,1,0,1,2,0
WALTHPA01 ,Paul,Walther,N,23,255,143,0,0,40,35,0,0,0,59,106,40,87,63,0,0
WALTOBI01 ,Bill,Walton,N,49,1197,528,100,34,444,145,12,19,30,149,438,230,101,68,1,0
WALTOLL01 ,Lloyd,Walton,N,18,201,53,5,3,12,57,12,4,10,14,51,21,17,11,1,0
WALTOLU01 ,Luke,Walton,N,71,1182,358,142,53,195,137,46,11,80,143,320,138,73,52,78,30
WANGZH01  ,Zhizhi,Wang,N,16,74,30,5,5,10,5,1,2,2,13,24,10,9,6,8,4
WANZEBO01 ,Bobby,Wanzer,N,34,710,516,0,0,186,125,0,0,0,114,361,158,224,200,0,0
WARDCH01  ,Charlie,Ward,N,72,1567,396,150,33,183,264,105,10,92,146,348,147,62,44,166,58
WARDGE01  ,Gerry,Ward,N,14,98,39,0,0,15,5,0,0,0,23,40,17,7,5,0,0
WARDHE01  ,Henry,Ward,N,1,1,4,0,0,0,0,0,0,0,0,3,2,0,0,0,0
WARDHE01  ,Henry,Ward,A,5,18,8,0,0,2,0,0,0,0,6,12,4,0,0,0,0
WAREJI01  ,Jim,Ware,N,3,13,10,0,0,2,0,0,0,0,1,13,5,0,0,0,0
WARLEBE01 ,Ben,Warley,N,10,109,31,0,0,39,3,0,0,0,16,32,9,20,13,0,0
WARLEBE01 ,Ben,Warley,A,10,129,38,0,0,29,11,0,0,0,27,38,16,10,6,0,0
WARLIBO01 ,Bob,Warlick,N,12,234,138,0,0,53,25,0,0,0,26,120,55,37,28,0,0
WARNECO01 ,Cornell,Warner,N,5,56,14,0,0,9,6,0,0,0,11,12,7,0,0,0,0
WARREJO01 ,Johnny,Warren,N,10,22,4,0,0,3,2,0,0,0,6,5,2,0,0,0,0
WARRIHA01 ,Hakim,Warrick,N,3,43,20,6,1,7,0,1,0,4,7,16,4,14,12,1,0
WASHBCH01 ,Chris,Washburn,N,6,31,11,1,0,1,2,0,0,4,2,7,3,6,5,0,0
WASHIDO01 ,Don,Washington,A,4,26,11,0,0,6,2,0,0,0,9,10,5,1,1,0,0
WASHIJI01 ,Jim,Washington,N,42,1126,359,0,0,295,64,0,0,0,114,334,147,111,65,0,0
WASHIKE01 ,Kermit,Washington,N,9,263,72,57,26,93,14,9,6,11,18,60,30,17,12,2,0
WASHIRI01 ,Richard,Washington,N,11,164,75,13,7,33,3,5,9,8,39,67,36,6,3,0,0
WATSOEA01 ,Earl,Watson,N,8,136,38,12,7,19,22,8,1,8,19,39,16,5,5,12,1
WATSOJA01 ,Jamie,Watson,N,5,57,12,0,1,1,3,2,1,6,12,9,6,0,0,0,0
WATTSRO01 ,Ron,Watts,N,1,5,3,0,0,2,0,0,0,0,3,6,1,2,1,0,0
WATTSSL01 ,Slick,Watts,N,17,522,185,0,0,58,120,4,1,0,66,177,79,52,27,0,0
WEATHCL01 ,Clarence,Weatherspoon,N,18,305,100,42,24,66,3,11,4,11,35,91,36,47,28,0,0
WEATHNI01 ,Nick,Weatherspoon,N,31,715,281,0,0,150,26,0,0,0,95,235,115,73,51,0,0
WEBBECH01 ,Chris,Webber,N,80,2900,1495,476,220,696,291,91,92,227,286,1330,617,404,247,52,14
WEBBJE01  ,Jeff,Webb,N,9,23,11,0,0,1,2,0,0,0,2,7,4,3,3,0,0
WEBBSP01  ,Spud,Webb,N,39,725,321,66,19,85,198,30,2,51,64,249,114,105,86,23,7
WEBSTMA01 ,Marvin,Webster,N,48,1382,462,53,41,423,68,10,83,9,144,365,177,167,108,0,0
WEBSTMA01 ,Marvin,Webster,A,13,155,57,0,0,71,9,0,0,0,28,50,21,28,15,0,0
WEDMASC01 ,Scott,Wedman,N,85,1961,882,168,82,322,150,57,17,76,189,812,368,171,119,70,27
WEISSBO01 ,Bob,Weiss,N,53,1103,407,0,0,89,164,0,0,0,111,392,167,91,73,0,0
WEITZRI01 ,Rick,Weitzman,N,3,5,4,0,0,1,1,0,0,0,0,3,2,0,0,0,0
WELLSBO01 ,Bonzi,Wells,N,48,1100,519,153,61,214,75,43,11,82,134,435,198,162,107,58,16
WELLSOW01 ,Owen,Wells,N,4,5,6,0,0,1,1,0,0,0,1,5,3,0,0,0,0
WELPCH01  ,Chris,Welp,N,3,22,2,7,0,7,0,0,0,1,7,3,1,2,0,0,0
WELSCJI01 ,Jiri,Welsch,N,8,119,39,15,0,15,11,3,0,8,8,27,13,13,12,4,1
WENNIBI01 ,Bill,Wennington,N,70,572,178,60,41,101,25,14,11,28,122,172,79,28,19,2,1
WESLEDA01 ,David,Wesley,N,55,1934,665,100,21,121,205,62,5,104,164,601,239,137,109,191,78
WESLEWA01 ,Walt,Wesley,N,8,83,42,0,0,28,2,0,0,0,16,41,18,12,6,0,0
WESTDA01  ,David,West,N,24,775,385,135,34,169,48,20,29,42,61,327,149,97,86,2,1
WESTDE01  ,Delonte,West,N,34,1159,363,85,16,101,116,41,14,68,85,288,128,87,72,89,35
WESTDO01  ,Doug,West,N,3,87,33,4,0,4,6,2,1,1,11,22,12,9,9,2,0
WESTJE01  ,Jerry,West,N,153,6321,4457,0,0,855,973,0,0,0,451,3460,1622,1506,1213,0,0
WESTMA01  ,Mark,West,N,95,1755,496,270,152,422,36,24,119,81,293,355,201,163,94,0,0
WestMa02  ,Mario,West,N,17,52,7,6,1,7,2,2,0,1,2,13,3,5,1,1,0
WESTPPA01 ,Paul,Westphal,N,107,2449,1337,21,5,153,353,41,10,46,241,1149,553,285,225,29,6
WETZEJO01 ,John,Wetzel,N,5,38,8,0,0,4,4,0,0,0,8,7,3,2,2,0,0
WHATLEN01 ,Ennis,Whatley,N,31,260,46,26,5,31,32,16,0,21,33,64,18,12,10,1,0
WHEATDE01 ,Dejuan,Wheat,N,1,3,2,1,0,1,0,1,0,0,0,2,1,0,0,0,0
WhiteJa02 ,James,White,N,5,11,7,0,1,1,0,0,0,1,0,9,3,0,0,2,1
WHITEJE01 ,Jerome,Whitehead,N,10,100,22,9,5,14,3,2,2,1,22,27,9,10,4,0,0
WHITEJO01 ,Jojo,White,N,80,3428,1720,0,0,348,452,0,0,0,241,1629,732,309,256,0,0
WHITERA01 ,Randy,White,N,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WHITERO01 ,Rory,White,N,3,40,16,9,1,10,0,0,0,1,4,14,7,4,2,1,0
WHITERO02 ,Rodney,White,N,5,28,8,4,1,5,0,2,0,3,3,16,4,0,0,3,0
WHITERU01 ,Rudy,White,N,1,2,2,0,0,1,0,0,0,0,0,3,1,0,0,0,0
WHITEWI01 ,Willie,White,N,14,144,68,10,10,20,23,6,0,18,10,64,29,12,7,7,3
WHITNCH01 ,Chris,Whitney,N,10,131,29,10,3,13,9,2,2,7,22,26,10,3,3,13,6
WICKSSI01 ,Sidney,Wicks,N,9,261,118,0,0,83,16,0,0,0,37,81,42,47,34,0,0
WIERMU01  ,Murray,Wier,N,3,0,10,0,0,0,0,0,0,0,4,9,3,8,4,0,0
WIESEBO01 ,Bob,Wiesenhahn,N,2,6,3,0,0,2,0,0,0,0,0,4,1,1,1,0,0
WIGGIMI01 ,Mitchell,Wiggins,N,29,539,233,48,45,93,34,19,3,34,55,212,105,31,23,3,0
WILBUKE01 ,Ken,Wilburn,A,7,93,36,0,0,32,5,0,0,0,21,33,16,16,4,0,0
WILEYGE01 ,Gene,Wiley,N,27,710,120,0,0,272,34,0,0,0,80,103,52,37,16,0,0
WILEYMI01 ,Michael,Wiley,N,3,5,2,0,0,0,0,0,0,0,2,1,0,2,2,0,0
WILFOWI01 ,Win,Wilfong,N,16,208,80,0,0,47,28,0,0,0,31,88,26,39,28,0,0
WILKEBO01 ,Bob,Wilkerson,N,22,679,204,10,6,113,107,27,6,11,75,220,86,50,32,1,0
WILKEJA01 ,Jamaal,Wilkes,N,98,3301,1565,174,149,600,219,84,25,121,273,1441,674,297,217,6,0
WILKELE01 ,Lenny,Wilkens,N,64,2403,1031,0,0,373,372,0,0,0,258,899,359,407,313,0,0
WILKIDA02 ,Damien,Wilkins,N,7,136,39,9,9,18,3,10,1,8,17,36,16,9,4,11,3
WILKIDO01 ,Dominique,Wilkins,N,56,2172,1423,217,158,375,143,73,35,153,123,1201,515,444,366,96,27
WILKIED01 ,Eddielee,Wilkins,N,15,93,48,12,12,24,0,2,0,8,14,35,18,23,12,0,0
WILKIGE01 ,Gerald,Wilkins,N,55,1686,711,103,50,153,190,52,10,91,137,661,292,131,105,79,22
WILKIJE01 ,Jeff,Wilkins,N,24,478,206,92,23,115,18,4,12,26,65,176,81,57,44,1,0
WILKSMI01 ,Mike,Wilks,N,6,12,3,0,0,0,1,0,0,1,0,2,1,0,0,1,1
WILLIAA01 ,Aaron,Williams,N,53,912,297,115,65,180,38,14,41,52,173,238,114,89,69,1,0
WILLIAL01 ,Alvin,Williams,N,18,683,225,51,8,59,78,21,10,24,46,235,93,36,26,42,13
WILLIBE01 ,Bernie,Williams,A,14,380,194,0,0,47,24,0,0,0,42,198,87,28,20,0,0
WILLIBU01 ,Buck,Williams,N,108,3710,1211,590,351,941,113,90,70,190,386,839,436,503,338,2,1
WILLICH01 ,Charlie,Williams,A,30,1022,536,0,0,103,60,0,0,0,107,527,218,139,100,0,0
WILLICH02 ,Chuck,Williams,A,37,1133,440,0,0,105,152,0,0,0,82,348,162,133,116,0,0
WILLICO02 ,Corliss,Williamson,N,66,1099,496,106,67,173,50,23,11,81,163,401,175,187,146,4,0
WILLIDE01 ,Deron,Williams,N,34,1381,687,106,29,135,320,42,10,126,101,523,241,188,149,138,56
WILLIER01 ,Eric,Williams,N,26,797,221,72,30,102,38,34,4,23,95,182,80,57,44,45,17
WILLIFR01 ,Freeman,Williams,N,1,4,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0
WILLIFR02 ,Frank,Williams,N,4,74,19,1,1,2,5,3,0,4,13,22,6,5,3,13,4
WILLIGU01 ,Gus,Williams,N,99,3205,1927,67,56,308,469,155,39,105,243,1644,781,483,356,39,9
WILLIHE01 ,Herb,Williams,N,57,538,153,53,25,78,17,10,25,25,83,130,61,42,31,0,0
WILLIHO01 ,Hotrod,Williams,N,47,1375,520,193,102,295,86,42,56,68,155,395,189,192,142,1,0
WILLIJA01 ,Jayson,Williams,N,9,143,30,24,25,49,5,2,3,5,14,29,13,8,4,0,0
WILLIJA02 ,Jason,Williams,N,53,1541,520,108,8,116,198,47,2,96,101,466,185,85,75,238,75
WILLIJE01 ,Jerome,Williams,N,25,508,121,79,55,134,22,27,7,18,57,100,47,51,27,0,0
WILLIJO01 ,John,Williams,N,27,749,283,78,41,125,53,24,18,39,78,246,110,91,59,11,4
WILLIJO01 ,John,Williams,A,29,903,446,0,0,80,76,0,0,0,101,392,192,86,62,0,0
WILLIKE01 ,Kevin,Willis,N,68,1279,510,247,134,381,38,34,14,72,172,472,203,143,101,13,3
WILLIKE02 ,Kevin,Williams,N,51,1430,596,173,125,298,62,45,26,71,182,463,248,144,100,5,0
WILLIKE03 ,Kenny,Williams,N,17,105,24,11,6,17,7,6,5,6,20,26,10,4,4,0,0
WILLILO01 ,Lorenzo,Williams,N,3,8,2,0,1,1,0,0,0,0,1,1,1,0,0,0,0
WILLILO02 ,Louis,Williams,N,12,284,130,22,5,27,29,9,1,19,21,111,45,45,32,25,8
WILLIMA01 ,Maurice,Williams,N,19,616,264,39,9,48,68,11,1,36,55,230,97,43,33,105,37
WILLIMA02 ,Marvin,Williams,N,13,296,110,23,14,37,11,7,5,19,29,87,34,49,41,6,1
WilliMa03 ,Marcus,Williams,N,12,78,29,7,3,10,13,1,0,12,4,36,12,5,4,13,1
WILLIMI01 ,Michael,Williams,N,16,353,175,24,11,35,79,27,1,22,50,123,54,74,63,12,4
WILLIMO01 ,Monty,Williams,N,30,264,83,33,23,56,10,5,2,18,29,73,34,26,15,2,0
WILLIRA01 ,Ray,Williams,N,40,889,425,62,33,110,202,43,2,89,128,412,166,106,86,35,7
WILLIRE01 ,Reggie,Williams,N,24,538,217,60,28,88,57,14,13,36,72,212,79,43,35,65,24
WILLIRO01 ,Ron,Williams,N,32,671,260,0,0,57,94,0,0,0,76,248,104,59,52,0,0
WILLIRO02 ,Rob,Williams,N,16,301,118,28,8,36,64,11,2,27,48,105,47,19,17,17,7
WILLISA01 ,Sam,Williams,N,2,16,8,0,0,4,1,0,0,0,5,7,4,2,0,0,0
WILLISA02 ,Samuel,Williams,N,9,81,10,13,5,18,3,2,6,9,9,14,3,12,4,0,0
WILLISC01 ,Scott,Williams,N,94,1504,487,280,154,434,58,38,74,69,254,419,201,134,85,4,0
WILLISH01 ,Shammond,Williams,N,15,235,90,13,5,18,32,11,1,16,15,71,33,18,13,24,11
WILLISL01 ,Sly,Williams,N,7,138,62,16,14,30,11,6,1,15,11,59,29,3,3,1,1
WILLITR01 ,Travis,Williams,N,4,18,5,4,1,5,0,1,1,0,3,3,1,4,3,0,0
WILLIWA01 ,Walt,Williams,N,35,584,215,62,23,85,40,14,16,32,77,188,76,37,27,97,36
WILLOBI01 ,Bill,Willoughby,N,24,447,120,61,33,94,23,14,19,24,45,121,44,42,32,1,0
WILSOBO01 ,Bob,Wilson,N,10,93,44,0,0,11,4,0,0,0,10,41,17,12,10,0,0
WILSOBO01 ,Bob,Wilson,A,6,50,20,0,0,26,2,0,0,0,12,25,7,13,6,0,0
WILSOGE01 ,George,Wilson,N,12,101,23,0,0,42,10,0,0,0,20,31,8,11,7,0,0
WILSOJA01 ,Jasper,Wilson,A,10,92,39,0,0,26,2,0,0,0,20,42,11,23,17,0,0
WILSORI01 ,Rick,Wilson,N,3,10,0,0,0,0,1,0,0,1,2,2,0,0,0,0,0
WINCHKE01 ,Kennard,Winchester,N,3,11,6,0,0,0,2,0,0,1,0,5,3,1,0,0,0
WINFILE01 ,Lee,Winfield,N,7,77,18,0,0,11,11,0,0,0,10,18,7,7,4,0,0
WINGADA01 ,David,Wingate,N,59,884,301,76,38,114,94,38,8,43,115,262,119,66,44,44,19
WINGFDO01 ,Donton,Wingfield,N,8,78,32,6,10,16,5,1,0,5,13,23,10,10,6,10,6
WINGOHA01 ,Harthorne,Wingo,N,11,104,50,0,0,32,8,0,0,0,10,47,21,12,8,0,0
WINKLMA01 ,Marv,Winkler,N,5,8,0,0,0,0,1,0,0,0,3,4,0,0,0,0,0
WINTEBR01 ,Brian,Winters,N,41,1352,637,62,19,118,192,47,14,67,123,549,269,99,80,48,19
WISEWI01  ,Willie,Wise,N,6,106,45,0,0,28,3,0,0,0,16,41,14,25,17,0,0
WISEWI01  ,Willie,Wise,A,68,2592,1420,0,0,644,224,0,0,0,193,1120,564,411,292,0,0
WITTELU01 ,Luke,Witte,N,7,28,16,0,0,9,4,0,0,0,4,11,6,4,4,0,0
WITTMRA01 ,Randy,Wittman,N,38,1105,487,57,21,78,115,22,6,42,68,417,225,50,37,2,0
WITTSGA01 ,Garry,Witts,N,4,28,5,1,2,3,2,1,0,0,6,2,2,2,1,0,0
WOHLDA01  ,Dave,Wohl,N,4,8,6,0,0,1,2,0,0,0,2,3,3,0,0,0,0
WOLFJO01  ,Joe,Wolf,N,14,108,22,7,3,10,2,1,1,4,20,25,9,4,3,3,1
WOODAL01  ,Al,Wood,N,5,157,60,27,7,34,10,1,1,7,16,56,26,12,8,1,0
WOODDA01  ,David,Wood,N,3,44,7,4,1,5,3,3,0,1,8,3,2,4,2,1,1
WOODLE01  ,Leon,Wood,N,10,21,22,1,0,1,3,0,0,3,0,15,6,10,8,3,2
WOODSLO01 ,Loren,Woods,N,4,5,4,0,2,2,0,0,0,0,0,4,2,0,0,0,0
WOODSMI01 ,Mike,Woodson,N,13,348,158,13,17,30,34,10,4,23,35,148,59,41,37,13,3
WOODSQY01 ,Qyntel,Woods,N,4,18,7,1,1,2,0,0,0,1,3,9,3,2,1,1,0
WOOLROR01 ,Orlando,Woolridge,N,36,905,428,87,43,130,42,20,26,55,105,327,161,148,106,2,0
WORKMHA01 ,Haywoode,Workman,N,41,892,237,67,18,85,167,44,1,63,97,225,80,78,66,47,11
WORKMTO01 ,Tom,Workman,N,1,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
WORKMTO01 ,Tom,Workman,A,3,9,6,0,0,3,0,0,0,0,0,7,3,0,0,0,0
WORTHJA01 ,James,Worthy,N,143,5297,3022,490,257,747,463,177,96,298,352,2329,1267,652,474,67,14
WORTHSA01 ,Sam,Worthen,N,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WRIGHAN01 ,Antoine,Wright,N,28,347,109,27,10,37,11,8,6,11,44,83,39,24,20,27,11
WRIGHDO01 ,Dorell,Wright,N,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WRIGHHO01 ,Howie,Wright,A,5,36,18,0,0,2,4,0,0,0,6,20,7,9,4,0,0
WrighJu01 ,Julian,Wright,N,15,163,55,18,6,24,7,10,2,6,14,51,23,10,7,9,2
WRIGHLA01 ,Larry,Wright,N,49,870,397,1,1,65,133,30,6,3,131,348,166,81,65,1,0
WRIGHLO02 ,Lorenzen,Wright,N,15,363,115,50,29,79,16,8,9,13,40,101,50,23,15,0,0
WUYCIDE01 ,Dennis,Wuycik,A,15,94,24,0,0,19,3,0,0,0,14,24,8,12,8,0,0
YARDLGE01 ,George,Yardley,N,46,1693,933,0,0,457,112,0,0,0,143,767,324,349,285,0,0
YATESWA01 ,Wayne,Yates,N,4,12,7,0,0,5,1,0,0,0,2,8,3,2,1,0,0
YONAKRI01 ,Rich,Yonakor,N,2,4,2,1,0,1,1,1,0,0,1,2,1,0,0,0,0
YOUNGDA01 ,Danny,Young,N,53,710,219,40,20,60,119,32,4,37,59,186,80,49,40,59,19
YOUNGMI01 ,Michael,Young,N,3,3,2,0,1,1,0,0,0,0,0,4,1,0,0,0,0
YoungNi01 ,Nick,Young,N,4,17,5,1,1,2,1,2,0,1,1,9,1,4,3,2,0
YoungTh01 ,Thaddeus,Young,N,12,389,133,30,24,54,12,13,1,12,24,120,55,20,17,17,6
ZASLOMA01 ,Max,Zaslofsky,N,45,733,609,0,0,121,91,0,0,0,128,514,201,263,207,0,0
ZAWOLRO01 ,Robert,Zawoluk,N,2,18,2,0,0,2,0,0,0,0,5,6,1,2,0,0,0
ZELLEDA01 ,Dave,Zeller,N,2,5,2,0,0,1,1,0,0,0,0,2,1,0,0,0,0
ZELLEGA01 ,Gary,Zeller,N,15,67,26,0,0,13,4,0,0,0,15,35,12,7,2,0,0
ZELLEGA01 ,Gary,Zeller,A,3,9,2,0,0,1,0,0,0,0,7,1,1,1,0,0,0
ZEVENPH01 ,Phil,Zevenbergen,N,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

(2236 row(s) affected)

